name,tags
Drift Streets Japan,"Racing,Automobile Sim,Simulation,Driving,Multiplayer,Sports,Massively Multiplayer,Indie,Action,Arcade,Open World,+"
Under the Sand REDUX - a road trip game,"Driving,Automobile Sim,Simulation,Racing,Adventure,Open World,Procedural Generation,Relaxing,Survival,Exploration,Loot,Sandbox,Post-apocalyptic,Atmospheric,Immersive Sim,Physics,First-Person,Singleplayer,Indie,Open World Survival Craft,+"
The I of the Dragon,"RPG,Dragons,Singleplayer,Open World,Simulation,+"
Tanki Online,"Free to Play,Tanks,Action,Multiplayer,Massively Multiplayer,Shooter,Strategy,PvP,Gore,War,Online Co-Op,Team-Based,FPS,Survival,Atmospheric,eSports,Story Rich,Mature,Simulation,Sandbox,+"
Super Blood Hockey,"Sports,Hockey,Pixel Graphics,Retro,Management,Arcade,4 Player Local,PvP,Blood,Local Co-Op,Singleplayer,Local Multiplayer,2D,Violent,Controller,Co-op,Multiplayer,Cute,Funny,Action,+"
Phobies,"Dark Humor,Horror,Turn-Based Strategy,Tactical,Card Game,Strategy,PvP,Trading Card Game,Indie,Turn-Based Tactics,Creature Collector,Puzzle,Asynchronous Multiplayer,2D,Isometric,Multiplayer,Top-Down,Colorful,Stylized,Cinematic,+"
Flash Party,"Free to Play,Multiplayer,2D Fighter,Cartoony,Casual,2D Platformer,PvP,3D,Spectacle fighter,Platformer,Local Multiplayer,PvE,Action,eSports,Wrestling,Comic Book,Cute,Relaxing,Funny,Anime,+"
Pixel Strike 3D,"Tactical,Free to Play,FPS,Multiplayer,Action,Shooter,First-Person,Military,PvP,Fast-Paced,Co-op,Online Co-Op,Team-Based,Competitive,Character Customization,Gun Customization,Massively Multiplayer,Pixel Graphics,Casual,Battle Royale,+"
Angry Putin,"Casual,Simulation,3D Fighter,Life Sim,Platformer,3D Platformer,Collectathon,Exploration,Shoot 'Em Up,Top-Down Shooter,3D,Third Person,Building,Comedy,Funny,Memes,Survival,Singleplayer,Gore,Violent,+"
Splinter Zone,"Colorful,Action Roguelike,Action,Side Scroller,Female Protagonist,Platformer,Roguelite,Difficult,Silent Protagonist,2D,2D Platformer,Dystopian,Perma Death,Score Attack,Pixel Graphics,Singleplayer,Philosophical,Retro,Indie,+"
Trivia Vault: Mini Mixed Trivia 4,"Strategy,Action,Indie,Casual,Simulation,Trivia,Text-Based,Puzzle,Family Friendly,Choices Matter,Relaxing,Story Rich,2D,Singleplayer,Replay Value,Time Management,Point & Click,+"
Coffin Dodgers,"Racing,Action,Casual,Indie,Local Multiplayer,Funny,Split Screen,4 Player Local,Comedy,Family Friendly,Singleplayer,+"
Bakery Shop Simulator,"Simulation,Cooking,Management,Life Sim,Economy,Logic,Colorful,Cute,FPS,First-Person,Atmospheric,Family Friendly,Indie,Resource Management,Physics,Education,Singleplayer,Crafting,3D,Survival Horror,+"
BE-A Walker,"Shoot 'Em Up,Difficult,Experimental,Action-Adventure,Mechs,Shooter,War,Survival,2.5D,Isometric,Story Rich,Post-apocalyptic,Choices Matter,Lore-Rich,Action,Simulation,Cartoony,Colorful,Hand-drawn,Hero Shooter,+"
Ridge,"Adventure,Indie,+"
Mad Digger,"Simulation,Casual,Indie,Adventure,+"
AZUR BEAM,"Sexual Content,Adventure,Anime,Mature,Casual,Cute,Story Rich,Arcade,Family Friendly,Puzzle,Magic,2D,Puzzle Platformer,Atmospheric,Point & Click,Idler,Colorful,Logic,Education,Multiplayer,+"
I am Weapon: Revival,"Action,Indie,Top-Down Shooter,RPG,Co-op,Shoot 'Em Up,Gore,Twin Stick Shooter,Atmospheric,Adventure,Early Access,+"
Heroes of Hellas Origins: Part Two,"Casual,Adventure,Strategy,Puzzle,Match 3,Indie,2D,Cute,Colorful,Family Friendly,Logic,Mythology,Tutorial,Grid-Based Movement,Singleplayer,+"
Mind's Eye: Secrets of the Forgotten,"Adventure,Indie,Casual,Hidden Object,Singleplayer,Addictive,Point & Click,+"
Rick and Morty: Virtual Rick-ality,"Adventure,VR,Simulation,Indie,Funny,Comedy,Sci-fi,Violent,Memes,First-Person,Psychological Horror,Sandbox,Singleplayer,Cartoon,Nudity,Multiplayer,Puzzle,+"
Aspire: Ina's Tale,"Surreal,Puzzle Platformer,Female Protagonist,Atmospheric,Singleplayer,Adventure,Platformer,2D,Story Rich,Puzzle,Colorful,2D Platformer,Casual,Exploration,Drama,Narration,Indie,Action-Adventure,Beautiful,Relaxing,+"
ARCADE GAME SERIES: PAC-MAN,"Action,Classic,Arcade,Retro,2D,1980s,Singleplayer,+"
Shine's Adventures 6 (Go! Girls),"Action,Casual,Simulation,Indie,Sports,Racing,Adventure,RPG,Strategy,Anime,Nudity,Sexual Content,+"
Boreal Blade,"Action,Swordplay,Multiplayer,Competitive,Character Customization,Medieval,Combat,Fantasy,PvP,Third Person,Tactical,Gore,3D Fighter,Violent,Team-Based,Beat 'em up,Early Access,Online Co-Op,Fighting,Free to Play,+"
Need for Drifting,"Adventure,Casual,Simulation,Racing,Sports,Singleplayer,Difficult,Driving,Automobile Sim,Arcade,Open World,Indie,Realistic,Transportation,+"
MechDefender - Tower Defense,"Trading Card Game,Turn-Based Tactics,Wargame,Real Time Tactics,Tower Defense,Puzzle,Mechs,Military,Survival,War,Difficult,Turn-Based Strategy,Grand Strategy,Character Customization,Strategy,Turn-Based Combat,Action,Casual,Simulation,Realistic,+"
My Furry Dragon 🐾,"Dragons,Comedy,Sexual Content,Visual Novel,Story Rich,Medieval,Adventure,Dating Sim,Demons,Nudity,Mature,Singleplayer,Cute,Indie,Casual,Short,Relaxing,Drama,Romance,Cats,+"
Mr. Hopp's Playhouse 2,"Adventure,Survival Horror,Horror,Pixel Graphics,Singleplayer,Side Scroller,Action-Adventure,Indie,Female Protagonist,Multiple Endings,+"
Savage Lands,"Open World Survival Craft,Survival,Open World,Online Co-Op,Multiplayer,Crafting,Fantasy,Dragons,RPG,Action,Sandbox,Dark,Indie,Simulation,First-Person,Singleplayer,Atmospheric,PvE,FPS,Adventure,+"
Momo is Here,"Horror,First-Person,Multiple Endings,Singleplayer,Adventure,Atmospheric,Puzzle,3D,Supernatural,Dark,Violent,Linear,Indie,Action,Action-Adventure,+"
Just King,"Roguelite,Arena Shooter,Auto Battler,Tactical,Strategy,Roguelike,Deckbuilding,Action Roguelike,Indie,Action RPG,2D,Early Access,Casual,RPG,Fantasy,Replay Value,Cute,Pixel Graphics,Singleplayer,Action,+"
恋爱关系/Romance,"Mature,Hentai,Nudity,NSFW,Visual Novel,Interactive Fiction,Simulation,Casual,Anime,Drama,Cute,Point & Click,Clicker,Cartoony,Linear,Sexual Content,2D,Adventure,Colorful,Story Rich,+"
Fantasy Versus,"Action,RPG,Indie,Adventure,Casual,Multiplayer,Anime,+"
N.I.C.E. 2,"Racing,Action,Adventure,Simulation,Classic,Combat Racing,Cult Classic,Action-Adventure,+"
LEAVES - The Return,"Adventure,Indie,Puzzle,Point & Click,+"
Survival Zombies The Inverted Evolution,"Action,Adventure,Indie,Zombies,Simulation,Multiplayer,Shooter,Horror,FPS,Survival,First-Person,Early Access,+"
Control Craft 3,"Exploration,Metroidvania,Choose Your Own Adventure,Trading Card Game,Action RTS,Real Time Tactics,Top-Down Shooter,Tower Defense,War,RTS,Shooter,Turn-Based Strategy,Arcade,Character Customization,Strategy,2D,Funny,Simulation,Choices Matter,Action,+"
PaintBall War 2,"Sports,Simulation,Action,FPS,Multiplayer,First-Person,PvE,eSports,3D Fighter,Shooter,3D,Realistic,Colorful,War,Combat,PvP,Gun Customization,Character Customization,Team-Based,Asynchronous Multiplayer,+"
Geometry Arena,"Roguelite,Bullet Hell,Minimalist,Replay Value,Roguelike,Casual,Action Roguelike,Arena Shooter,2D,Relaxing,PvE,Shooter,Funny,Stylized,Physics,Singleplayer,Abstract,Strategy,Early Access,Action,+"
Idle Industries,"Simulation,Casual,Automation,Arcade,God Game,2D,Top-Down,Crafting,Futuristic,Logic,Management,Sci-fi,Singleplayer,+"
X Rebirth,"Simulation,Space,Sci-fi,Action,Space Sim,Sandbox,Singleplayer,Open World,Economy,Trading,Strategy,Exploration,Moddable,Atmospheric,Adventure,Great Soundtrack,Management,First-Person,Shooter,FPS,+"
Drift Of The Hill,"Racing,Simulation,Indie,Automobile Sim,Driving,Multiplayer,Physics,Singleplayer,Controller,Anime,Realistic,Third Person,First-Person,Short,Colorful,Arcade,Relaxing,Action,Retro,Replay Value,+"
Castle Warriors,"Early Access,Auto Battler,Roguelike,Strategy,Roguelite,Action Roguelike,Action,Deckbuilding,Pixel Graphics,PvE,2D,Linear,Casual,Fantasy,Magic,Card Battler,Medieval,Card Game,Class-Based,War,+"
Geballer,"Arena Shooter,Bullet Hell,Top-Down Shooter,Rhythm,Arcade,2D,Top-Down,Casual,Relaxing,Gun Customization,Abstract,Colorful,Minimalist,Stylized,Philosophical,Level Editor,Singleplayer,+"
Dream Swing,"Precision Platformer,Indie,Relaxing,First-Person,FPS,3D Platformer,Racing,Sports,Difficult,Casual,Action,Platformer,Parkour,Shooter,Surreal,Arcade,Physics,Minimalist,Stylized,Singleplayer,+"
Boogeyman,"Horror,Indie,Action,Psychological Horror,Strategy,Survival,Atmospheric,Multiplayer,First-Person,VR,+"
Katy and Bob: Cake Café,"Casual,Strategy,Cooking,Time Management,Arcade,Point & Click,Puzzle,Clicker,2D,Anime,Family Friendly,Management,Economy,Funny,Logic,Relaxing,PvE,Singleplayer,Psychological Horror,Colorful,+"
Bad Guys at School,"Casual,Indie,Simulation,Multiplayer,Violent,Singleplayer,Action,PvP,Co-op,Online Co-Op,Funny,Psychological Horror,Hentai,Sexual Content,Sandbox,Nudity,+"
Battle Cry of Freedom,"Shooter,Combat,Real Time Tactics,3D,Historical,Multiplayer,Action,Third-Person Shooter,Simulation,Military,America,Strategy,Massively Multiplayer,War,Moddable,Indie,FPS,Team-Based,Tactical,First-Person,+"
Puzzle With Your Friends,"Casual,Puzzle,Indie,Online Co-Op,Co-op,Multiplayer,Singleplayer,Board Game,Family Friendly,Tabletop,2D,Relaxing,Team-Based,Anime,Hand-drawn,Top-Down,Colorful,Cute,Pixel Graphics,Atmospheric,+"
Archtower,"Action Roguelike,RPG,Dungeon Crawler,First-Person,FPS,Roguelite,Roguelike,Adventure,Action,Singleplayer,Fantasy,Pixel Graphics,Perma Death,Difficult,Violent,Atmospheric,Fast-Paced,Action RPG,Third Person,Early Access,+"
As Far As The Eye,"Strategy,Building,Colony Sim,City Builder,Tabletop,Turn-Based Strategy,Sandbox,Singleplayer,Survival,Hex Grid,3D,Roguelike,Management,Resource Management,Difficult,Fantasy,4X,Economy,Family Friendly,Board Game,+"
Zanzarah: The Hidden Portal,"Adventure,Action,RPG,Female Protagonist,Fantasy,Creature Collector,Singleplayer,Classic,Third Person,Magic,FPS,Great Soundtrack,+"
Monster Harvest,"Farming Sim,Creature Collector,Pixel Graphics,RPG,Exploration,Agriculture,Relaxing,Adventure,Casual,Cute,Crafting,Building,Collectathon,Fishing,Action-Adventure,2.5D,Isometric,Open World,Action,Colorful,+"
Feudal Alloy,"Action,Indie,RPG,Metroidvania,Adventure,Action RPG,Platformer,Robots,Medieval,Singleplayer,2D,Controller,Side Scroller,Exploration,Hand-drawn,Souls-like,+"
This Strange Realm Of Mine,"FPS,Psychological Horror,Story Rich,Choices Matter,Horror,Pixel Graphics,First-Person,Retro,Shooter,Singleplayer,Atmospheric,Dark,Blood,Gore,Violent,2D,Indie,Action,Adventure,Dark Humor,+"
Angry Dad,"Spelling,Time Management,Puzzle,Management,Life Sim,Arcade,3D,Comic Book,Isometric,Third Person,Funny,Action,Casual,Simulation,Cartoony,Colorful,Stylized,Family Friendly,Logic,Lovecraftian,+"
SHEEPO,"Metroidvania,Platformer,2D Platformer,Adventure,Exploration,Indie,Casual,Cute,Open World,2D,Colorful,Hand-drawn,Singleplayer,Stylized,Action,Atmospheric,Funny,Family Friendly,Surreal,+"
Vojo,"Casual,Arcade,Flight,Runner,3D,Singleplayer,Action,Indie,+"
Furry Feet,"Psychological Horror,Sexual Content,Casual,Indie,World War II,Puzzle,Horror,2D,Survival Horror,NSFW,Cold War,Family Friendly,Nudity,Hentai,Souls-like,Gore,Anime,LGBTQ+,Story Rich,FPS,+"
Castle of no Escape,"Indie,Action,RPG,Retro,2D,Singleplayer,Procedural Generation,Silent Protagonist,Great Soundtrack,Pixel Graphics,Hack and Slash,Difficult,Atmospheric,Demons,Mystery,Dark,Arcade,GameMaker,Survival,Adventure,+"
tomorrow won't come for those without ██████,"Atmospheric,Philosophical,Minimalist,Puzzle,Visual Novel,Pixel Graphics,Stylized,Hand-drawn,Dystopian,Anime,Collectathon,2D,Psychological,Psychedelic,Surreal,Top-Down,Dark,RPG,Point & Click,Cute,+"
Fallen Region,"Action,Adventure,Indie,Simulation,Survival,Zombies,Open World,Building,Crafting,Open World Survival Craft,Sandbox,Post-apocalyptic,Survival Horror,Base Building,Action-Adventure,Multiplayer,Third-Person Shooter,Shooter,Third Person,Early Access,+"
Nodes Escape,"Word Game,Puzzle,Text-Based,Exploration,Detective,Adventure,Abstract,Minimalist,Dark Fantasy,Indie,Mystery,Survival,Singleplayer,Clicker,+"
Primal Pursuit,"Memes,Combat Racing,Racing,Driving,PvP,Arcade,3D,Cute,Split Screen,Third Person,Dinosaurs,Funny,Horses,Parody,Controller,Vehicular Combat,Casual,Cartoony,Colorful,Offroad,+"
MMY: Otherworld Mystery,"Casual,Action,Adventure,Puzzle,Side Scroller,Puzzle Platformer,2D,Atmospheric,Futuristic,Gothic,Drama,Conspiracy,Skating,Magic,Dark,Old School,Physics,Singleplayer,Music,Early Access,+"
Earth 2150 Trilogy,"Strategy,RTS,Sci-fi,Classic,Space,+"
Fated Kingdom,"Board Game,Tabletop,Simulation,Indie,RPG,Card Game,Sandbox,Multiplayer,Co-op,Replay Value,Fantasy,Physics,Dungeon Crawler,Dark Fantasy,Turn-Based,CRPG,3D,Top-Down,Beautiful,Roguelite,+"
Guts and Syringes,"Action,Indie,Adventure,Strategy,Tower Defense,Gore,+"
Emergency Water Landing,"Action,Casual,Indie,+"
YOU DON'T KNOW JACK Vol. 2,"Trivia,Casual,Indie,Strategy,Comedy,Local Multiplayer,Party Game,+"
Evil is Back,"Adventure,Action,Shooter,FPS,3D,Colorful,First-Person,1980s,Atmospheric,Comedy,Dark Humor,Retro,Dark,Survival,Horror,Survival Horror,Psychological Horror,Combat,Linear,Singleplayer,+"
Handy Harry's Haunted House Services,"Multiplayer,Indie,Psychological Horror,Procedural Generation,Pixel Graphics,Horror,Retro,Funny,PvE,Survival,First-Person,3D,Survival Horror,Action,Online Co-Op,Dark,Character Customization,Singleplayer,Early Access,Co-op,+"
Wheelie Life,"Simulation,Racing,3D,First-Person,Third Person,Motocross,Motorbike,Bikes,PvP,Open World,Early Access,Controller,Multiplayer,Singleplayer,+"
FEZ,"Platformer,Indie,Puzzle,Pixel Graphics,Exploration,Great Soundtrack,Singleplayer,Adventure,Casual,Mystery,Puzzle Platformer,2D,Beautiful,Relaxing,Atmospheric,Cute,2.5D,Retro,Controller,Metroidvania,+"
Doomer,"Early Access,Exploration,Immersive Sim,Sandbox,RPG,Life Sim,Walking Simulator,3D,First-Person,Parody,Relaxing,Dark Humor,Realistic,Capitalism,6DOF,Atmospheric,Survival,Comedy,1990's,Memes,+"
No-brainer Heroes 挂机吧！勇者,"Casual,RPG,Adventure,Indie,Strategy,Simulation,Pixel Graphics,Idler,Clicker,+"
West of Dead,"Replay Value,Roguelike,Roguelite,Horror,Difficult,Western,Zombies,Twin Stick Shooter,Action,Adventure,Action Roguelike,Top-Down Shooter,Shooter,Singleplayer,Procedural Generation,Isometric,Dark,Fast-Paced,Atmospheric,Survival,+"
The Companion,"Casual,Wholesome,Exploration,Open World,Cute,Cozy,Walking Simulator,Relaxing,Atmospheric,Stylized,Colorful,3D,Lore-Rich,Third Person,Action-Adventure,Interactive Fiction,Surreal,Controller,Narration,Story Rich,+"
Dungeon Warfare,"Tower Defense,Strategy,Indie,Pixel Graphics,2D,Singleplayer,Villain Protagonist,+"
Juro Janosik,"Top-Down,Isometric,Indie,Adventure,Puzzle,Singleplayer,3D,Funny,Action,Puzzle Platformer,Loot,Casual,Relaxing,Combat,Controller,RPG,Historical,Hack and Slash,3D Platformer,Cute,+"
Batman: The Enemy Within - The Telltale Series,"Adventure,Story Rich,Choices Matter,Point & Click,Singleplayer,Superhero,Episodic,Comic Book,Detective,Action,Quick-Time Events,Violent,Atmospheric,Dark,Third Person,Gore,Visual Novel,Choose Your Own Adventure,Mature,+"
CBT With Yuuka Kazami,"Casual,Visual Novel,2D,Anime,Colorful,Cute,Relaxing,Singleplayer,Short,Psychological Horror,Faith,Memes,+"
REKT! High Octane Stunts,"Action,Indie,Sports,Racing,Casual,Co-op,Physics,Retro,Singleplayer,3D,Family Friendly,Split Screen,Character Customization,+"
Faraway: Puzzle Escape,"Adventure,Puzzle,First-Person,Mystery,Casual,Minimalist,Exploration,Singleplayer,Family Friendly,Logic,Story Rich,Relaxing,3D,+"
GUTTER: The Cursed,"RPG,Adventure,CRPG,2D,Pixel Graphics,Comedy,Crime,Cyberpunk,Dark Comedy,Dark Humor,Demons,Futuristic,Horror,Post-apocalyptic,Choices Matter,Class-Based,Crafting,Nonlinear,Open World,Story Rich,+"
Sakura Hime 3,"Casual,Simulation,RPG,Hentai,Visual Novel,Puzzle,Sexual Content,FPS,Anime,Idler,Cats,Mature,Female Protagonist,Singleplayer,Nudity,NSFW,Indie,+"
Tattletail,"Horror,First-Person,Survival Horror,Singleplayer,1990's,Cute,Indie,Action,Dark,Difficult,Survival,Story Rich,Robots,Funny,Strategy,Adventure,Atmospheric,Great Soundtrack,Family Friendly,Memes,+"
Misao: Definitive Edition,"Horror,Indie,RPGMaker,Anime,Adventure,Pixel Graphics,2D,Casual,Psychological Horror,Dark,Singleplayer,Violent,Psychological,Atmospheric,Blood,Puzzle,Surreal,Female Protagonist,Dystopian,Exploration,+"
Chased by Darkness,"Horror,Online Co-Op,Co-op,Multiplayer,Survival Horror,Indie,Action,Gore,Psychological Horror,First-Person,Thriller,Difficult,Singleplayer,Violent,Mystery,Demons,PvE,Shooter,FPS,Controller,+"
Cyberhunt,"Indie,Action,Casual,Adventure,Shoot 'Em Up,Twin Stick Shooter,Arcade,2D,Pixel Graphics,Retro,Space,Singleplayer,Top-Down Shooter,Top-Down,Sci-fi,Bullet Hell,1980s,GameMaker,Old School,War,+"
Umfend,"Indie,Adventure,Psychological Horror,Horror,First-Person,Surreal,+"
Once in Yaissor,"Indie,Adventure,Story Rich,Memes,Visual Novel,Violent,+"
Kiwi Clicker - Juiced Up,"Casual,Clicker,Indie,Idler,Collectathon,Management,Economy,Strategy,Building,Funny,Memes,Simulation,Life Sim,Resource Management,2D,Comedy,Colorful,Touch-Friendly,Cute,Action,+"
Open Hexagon,"Rhythm,Arcade,Difficult,Minimalist,Score Attack,Top-Down,Stylized,Casual,2.5D,2D,Tutorial,Retro,Abstract,Action,Controller,Colorful,Psychedelic,Moddable,Programming,Old School,+"
House of Snark 6-in-1 Bundle,"Adventure,Casual,Hidden Object,Point & Click,Singleplayer,Indie,Addictive,+"
Real Boxing™,"Sports,Boxing,Fighting,Simulation,Arcade,Multiplayer,Action,Indie,+"
Ravenous Devils,"Management,Cooking,Villain Protagonist,Gore,Crime,Resource Management,Horror,Dark Comedy,Clicker,Time Management,Violent,Economy,Farming Sim,Simulation,Singleplayer,Dark Humor,2.5D,Controller,Relaxing,Casual,+"
Stealth Bastard Deluxe,"Stealth,Platformer,Indie,Puzzle,Action,Singleplayer,2D,GameMaker,Difficult,Fast-Paced,Great Soundtrack,Puzzle Platformer,Pixel Graphics,Level Editor,Gore,+"
Serial Cleaner,"Action,Stealth,Indie,2D,Gore,Singleplayer,Blood,Top-Down,Casual,Adventure,Puzzle,Multiplayer,+"
Call of Senpai: Waifu Warfare 2,"Anime,Action,Open World,Female Protagonist,Cute,Satire,Funny,Choose Your Own Adventure,Sexual Content,Exploration,Violent,Colorful,Parody,Nature,Singleplayer,Action-Adventure,Dating Sim,Character Customization,+"
Escape Memoirs: Mini Stories,"Free to Play,Online Co-Op,Multiplayer,Escape Room,Puzzle,Co-op,Singleplayer,Exploration,Detective,Logic,Adventure,Co-op Campaign,Investigation,Atmospheric,Mystery,Realistic,Horror,Hidden Object,Casual,Linear,+"
Ragdoll: Fall Simulator,"Simulation,Destruction,Physics,Comedy,Singleplayer,Choose Your Own Adventure,Arcade,Realistic,6DOF,Third Person,Walking Simulator,Indie,Funny,Bullet Time,3D,Stylized,+"
Power Of Slide,"Racing,Singleplayer,Top-Down,3D,Physics,Arcade,Score Attack,Open World,Driving,Bullet Time,Controller,Fast-Paced,Indie,Difficult,Action,+"
Hero of the Kingdom: The Lost Tales 2,"Adventure,Casual,RPG,Strategy,Point & Click,Exploration,Hidden Object,Colorful,Isometric,Third Person,Atmospheric,Crafting,Emotional,Fantasy,Fishing,Management,Medieval,Pirates,Relaxing,Female Protagonist,+"
No.BreakBrick,"Mature,Casual,Nudity,Hentai,NSFW,Sexual Content,2D,Female Protagonist,Indie,Anime,Singleplayer,+"
Montaro,"Memes,Cute,Anime,Casual,Indie,Pixel Graphics,Dog,Runner,2D,Platformer,Great Soundtrack,Funny,Singleplayer,Side Scroller,Comedy,Walking Simulator,Atmospheric,Action,Retro,Story Rich,+"
When Ski Lifts Go Wrong,"Simulation,Indie,Building,Casual,Physics,Sandbox,Funny,Puzzle,Sports,Skiing,Level Editor,2D,Early Access,Colorful,Singleplayer,Multiplayer,+"
[Chilla's Art] Night Delivery | 例外配達,"Indie,Horror,Casual,Adventure,Psychological Horror,Gore,Violent,Psychological,Thriller,Atmospheric,Walking Simulator,Multiple Endings,First-Person,Action,Mature,Crime,Exploration,Dark Fantasy,Narration,Story Rich,+"
Defy Gravity Extended,"Puzzle Platformer,Platformer,Indie,Puzzle,Space,2D,Singleplayer,Action,Difficult,Casual,Sci-fi,Great Soundtrack,Female Protagonist,Physics,Retro,Arcade,Shooter,Funny,Multiplayer,Third Person,+"
Distant Worlds: Universe,"Strategy,4X,Space,Sci-fi,Simulation,Grand Strategy,Singleplayer,Real-Time,RTS,Real-Time with Pause,Moddable,2D,Sandbox,Indie,Adventure,Replay Value,Epic,Management,+"
Taxi Simulator,"Early Access,Casual,Simulation,Education,Automobile Sim,Life Sim,Walking Simulator,FPS,Exploration,Choose Your Own Adventure,Immersive Sim,3D,First-Person,Realistic,Driving,Economy,Automation,Management,Open World,Physics,+"
D: The Game,"Adventure,Horror,Classic,1990's,Puzzle,Cult Classic,Female Protagonist,First-Person,Psychological Horror,Atmospheric,Multiple Endings,Time Management,FMV,+"
ARMA: Cold War Assault,"Simulation,Action,Military,Strategy,FPS,Cold War,Classic,Tactical,Open World,Multiplayer,Shooter,War,Realistic,First-Person,Singleplayer,Sandbox,Moddable,Team-Based,Third Person,Adventure,+"
Hostile Waters: Antaeus Rising,"Strategy,Action,Sci-fi,Singleplayer,Classic,Shooter,RTS,+"
The Excrawlers,"Hack and Slash,Souls-like,Difficult,2D,Short,Top-Down,Pixel Graphics,Female Protagonist,Colorful,Action,Dark Fantasy,Indie,Singleplayer,Real-Time,Dungeon Crawler,Action-Adventure,Roguelite,Action RPG,Action Roguelike,Choices Matter,+"
Madshot: Road to Madness,"Gore,Shooter,Parkour,Lovecraftian,Violent,Bullet Hell,PvE,Side Scroller,Platformer,Hack and Slash,2D,Comic Book,Arena Shooter,2.5D,Bullet Time,Choices Matter,Action,Controller,Singleplayer,Twin Stick Shooter,+"
The Last Vagabonds,"Action-Adventure,Third-Person Shooter,Split Screen,Post-apocalyptic,Zombies,Gore,Survival Horror,Action,Co-op Campaign,Online Co-Op,Adventure,Local Co-Op,Indie,3D,Controller,Realistic,Violent,Combat,Female Protagonist,Atmospheric,+"
Zombies Must Die,"FPS,Retro,Horror,Noir,Shooter,Gore,Violent,Singleplayer,Action,Zombies,Dark Humor,Dark,Colorful,Old School,3D,Atmospheric,First-Person,Arcade,Indie,Casual,+"
The Night of the Scissors,"Horror,Survival Horror,Exploration,Interactive Fiction,Action,Atmospheric,Psychological Horror,3D,Pixel Graphics,Stealth,Mystery,Adventure,Thriller,1980s,Crime,Cinematic,Old School,Retro,Third Person,Singleplayer,+"
Clownfield 2042,"Action,FPS,3D,Military,Arcade,Shoot 'Em Up,Parody,War,Physics,Singleplayer,Violent,Sniper,Memes,Multiplayer,Psychological Horror,Hentai,Sexual Content,Shooter,First-Person,Funny,+"
Castle of no Escape 2,"Action Roguelike,Indie,Action,Pixel Graphics,Procedural Generation,Roguelike,2D,Dark,Dark Fantasy,Retro,Difficult,Atmospheric,Replay Value,Roguelite,Great Soundtrack,Arcade,Hack and Slash,Singleplayer,Fast-Paced,Survival,+"
Hand Simulator: Horror,"Simulation,Survival Horror,Multiplayer,Physics,Dark,Realistic,Hidden Object,Horror,Open World,Survival,Co-op,Atmospheric,First-Person,Open World Survival Craft,Thriller,Singleplayer,Online Co-Op,Exploration,Investigation,3D,+"
Glass Masquerade,"Puzzle,Relaxing,Casual,Indie,Atmospheric,Great Soundtrack,Beautiful,Singleplayer,2D,+"
Orbital Bullet – The 360° Rogue-lite,"Platformer,Pixel Graphics,Action Roguelike,Roguelike,Action,2D Platformer,Difficult,Indie,Replay Value,Bullet Time,Singleplayer,Perma Death,2.5D,Procedural Generation,2D,Sci-fi,3D,Cyberpunk,Futuristic,Hack and Slash,+"
Ambush: Convoy Strike,"Action,Simulation,Strategy,Tower Defense,Military,War,Combat,Action RTS,Real Time Tactics,3D,First-Person,Realistic,Third Person,Top-Down,Modern,Singleplayer,+"
Nidhogg 2,"Local Multiplayer,Indie,Action,Fighting,Casual,Multiplayer,Pixel Graphics,Swordplay,Funny,Gore,2D Fighter,2D,Violent,Platformer,Comedy,PvP,Great Soundtrack,eSports,Party Game,Psychological Horror,+"
Noobs Want to Live,"Bullet Hell,Roguelike,Pixel Graphics,Action,2.5D,Action Roguelike,Casual,Roguelite,Action RPG,Singleplayer,Top-Down,Adventure,Combat,Perma Death,Relaxing,Funny,Resource Management,Procedural Generation,Cartoony,Cute,+"
Intralism,"Music,Rhythm,Indie,Level Editor,Difficult,Fast-Paced,Multiplayer,Arcade,Casual,Minimalist,Action,Music-Based Procedural Generation,Anime,Singleplayer,+"
Planet Alcatraz,"RPG,Post-apocalyptic,Isometric,Atmospheric,Singleplayer,Comedy,Action,+"
Abasralsa,"Violent,Gore,Action,Adventure,Psychological Horror,Horror,Nudity,Indie,Casual,Anime,+"
Son of a Witch,"Action Roguelike,Online Co-Op,4 Player Local,Dungeon Crawler,Beat 'em up,Loot,Roguelite,RPG,Replay Value,Procedural Generation,Roguelike,Hack and Slash,Side Scroller,Local Multiplayer,Local Co-Op,Co-op,2D,Action,Pixel Graphics,Adventure,+"
Cruise Ship Handling,"Simulation,3D,Sailing,Transportation,Physics,Artificial Intelligence,Singleplayer,Indie,+"
Slash It 2,"Casual,Indie,Action,Typing,Rhythm,Music,+"
CUCKOLD SIMULATOR: Life as a Beta Male Cuck,"Early Access,Indie,Memes,Satire,Casual,Dark Comedy,Life Sim,Dark Humor,Funny,Comedy,Political,Parody,Politics,Simulation,Singleplayer,Conspiracy,Multiple Endings,Souls-like,Exploration,Visual Novel,+"
Soul Survivors,"Action Roguelike,Bullet Hell,Action,Dark Fantasy,Pixel Graphics,2D,Top-Down,Early Access,Indie,Arcade,Adventure,1990's,Nonlinear,RPG,Procedural Generation,Singleplayer,PvE,Roguelike,Fantasy,+"
Rusty Lake Paradise,"Puzzle,Point & Click,Indie,Adventure,Psychological Horror,Horror,Atmospheric,Singleplayer,2D,Mystery,Story Rich,Escape Room,Surreal,Hand-drawn,Dark,Gore,Hidden Object,+"
